"","name","platform","year_of_release","genre","global_sales","critic_score","critic_count","user_score","user_count","rating"
"10235","Night at the Museum: Battle of the Smithsonian","Xbox",2009,"Action",110000,50,15,71,8,"10+"
"10241","NHL Rivals 2004","Xbox",2003,"Sports",110000,65,39,88,20,"Everyone"
"10242","Bodycount","Xbox",2011,"Shooter",110000,53,61,47,73,"17+"
"10251","Michael Phelps: Push the Limit","Xbox",2011,"Sports",110000,48,10,35,6,"Everyone"
"10256","Batman: Return to Arkham","Xbox",2016,"Action",110000,77,6,82,43,"13+"
"10263","Constantine","Playstation",2005,"Action",110000,58,29,74,24,"17+"
"10264","Charlie and the Chocolate Factory","Xbox",2005,"Adventure",110000,39,20,5,8,"Everyone"
"10265","Dynasty Tactics 2","Playstation",2003,"Strategy",110000,78,18,91,13,"13+"
"10266","Real World Golf","Playstation",2005,"Sports",110000,73,11,63,4,"Everyone"
"10268","Ty the Tasmanian Tiger 2: Bush Rescue","Xbox",2004,"Platform",110000,69,29,88,4,"Everyone"
"10275","BMX XXX","Xbox",2002,"Sports",110000,58,26,78,9,"17+"
"10281","Pimp My Ride","Xbox",2006,"Racing",110000,38,14,38,29,"13+"
"10291","RIGS: Mechanized Combat League","Playstation",2016,"Action",110000,79,42,79,76,"13+"
"10294","Hellboy: The Science of Evil","Xbox",2008,"Action",110000,44,31,57,9,"13+"
"10299","NBA Live 16","Xbox",2015,"Sports",110000,60,17,56,62,"Everyone"
"10321","Cabela's North American Adventures","Xbox",2010,"Sports",110000,51,5,90,4,"13+"
"10328","God Eater 2: Rage Burst","Playstation",2015,"Role-Playing",110000,69,35,80,79,"13+"
"10336","NASCAR '14","Playstation",2014,"Racing",110000,67,7,46,20,"Everyone"
"10337","Where the Wild Things Are","Playstation",2009,"Platform",110000,53,8,48,4,"10+"
"10341","Shrek: Forever After","Xbox",2010,"Platform",110000,62,22,62,9,"10+"
"10345","Pro Evolution Soccer 2016","Xbox",2015,"Sports",110000,85,14,62,144,"Everyone"
"10361","Rogue Warrior","Xbox",2009,"Shooter",110000,28,33,28,64,"17+"
"10367","Mace Griffin: Bounty Hunter","Xbox",2003,"Shooter",110000,64,27,82,11,"17+"
"10372","Fight Club","Xbox",2004,"Fighting",110000,37,29,47,13,"17+"
"10386","FlatOut: Ultimate Carnage","Xbox",2007,"Racing",110000,80,44,88,66,"13+"
"10392","Aquapazza: Aquaplus Dream Match","Playstation",2012,"Fighting",110000,75,13,78,20,"13+"
"10396","Lucha Libre AAA: Heroes del Ring","Playstation",2010,"Fighting",110000,54,6,71,10,"13+"
"10397","Dead to Rights II","Xbox",2005,"Shooter",110000,54,35,74,5,"17+"
"10401","Pac-Man and the Ghostly Adventures 2","Xbox",2014,"Adventure",110000,60,7,65,10,"10+"
"10423","Gravity Games Bike: Street Vert Dirt","Playstation",2002,"Sports",100000,24,12,41,27,"13+"
"10424","Top Spin","Playstation",2005,"Sports",100000,67,28,78,12,"Everyone"
"10426","Family Feud: 2012 Edition","Xbox",2011,"Misc",100000,47,4,53,6,"10+"
"10429","UFC: Tapout 2","Xbox",2003,"Fighting",100000,66,14,73,4,"13+"
"10440","Vexx","Xbox",2003,"Platform",100000,70,21,85,10,"13+"
"10441","F1 Career Challenge","Playstation",2003,"Racing",100000,70,15,77,15,"Everyone"
"10442","Pariah","Xbox",2005,"Action",100000,70,52,74,19,"17+"
"10445","Metal Slug 3","Xbox",2004,"Shooter",100000,76,56,51,15,"13+"
"10448","Sacred 3","Playstation",2014,"Role-Playing",100000,56,13,34,46,"17+"
"10451","Winning Eleven: Pro Evolution Soccer 2007","Xbox",2006,"Sports",100000,79,22,65,33,"Everyone"
"10453","Gallop Racer 2006","Playstation",2005,"Sports",100000,69,15,83,8,"Everyone"
"10455","The First Templar","Xbox",2011,"Action",100000,52,21,63,26,"13+"
"10458","Frogger: Ancient Shadow","Playstation",2005,"Platform",100000,54,17,40,5,"Everyone"
"10481","Dropship: United Peace Force","Playstation",2002,"Simulation",100000,78,17,86,10,"13+"
"10483","Syberia","Xbox",2003,"Action",100000,72,17,70,5,"13+"
"10485","Cloudy With a Chance of Meatballs","Playstation",2009,"Platform",100000,66,9,60,5,"Everyone"
"10486","G1 Jockey 3","Playstation",2002,"Sports",100000,71,12,90,10,"Everyone"
"10493","Blades of Time","Xbox",2012,"Action",100000,52,23,65,30,"17+"
"10499","Bujingai: The Forsaken City","Playstation",2003,"Fighting",100000,72,28,75,14,"13+"
"10501","Universe at War: Earth Assault","Xbox",2008,"Action",100000,66,44,83,57,"13+"
"10505","Death By Degrees","Playstation",2005,"Action",100000,51,45,62,24,"17+"
"10517","Ride","Xbox",2015,"Racing",100000,54,9,53,17,"Everyone"
"10519","NASCAR The Game: Inside Line","Xbox",2012,"Racing",100000,72,7,34,27,"Everyone"
"10523","Colin McRae Rally 04","Xbox",2004,"Racing",100000,84,33,81,19,"Everyone"
"10526","FIFA Street","Xbox",2005,"Sports",100000,60,21,80,9,"Everyone"
"10533","Hot Wheels: Stunt Track Challenge","Xbox",2004,"Racing",100000,63,11,62,5,"Everyone"
"10535","Blitz: The League II","Xbox",2008,"Sports",100000,68,34,72,13,"17+"
"10541","Capcom vs. SNK 2 EO","Xbox",2003,"Fighting",100000,80,26,87,13,"13+"
"10555","E·O·E: Eve of Extinction","Playstation",2002,"Fighting",100000,57,28,72,6,"13+"
"10562","Surf's Up","Xbox",2007,"Sports",100000,61,15,61,9,"10+"
"10565","X-Men: The Official Game","Xbox",2006,"Action",100000,53,38,81,7,"13+"
"10566","RLH: Run Like Hell","Playstation",2002,"Shooter",100000,58,27,82,9,"17+"
"10570","The Ant Bully","Playstation",2006,"Platform",100000,52,19,42,6,"10+"
"10571","Conflict: Global Terror","Xbox",2005,"Shooter",100000,62,24,79,8,"17+"
"10573","Monster Rancher EVO","Playstation",2005,"Role-Playing",100000,58,16,68,8,"10+"
"10606","Bee Movie Game","Playstation",2007,"Action",100000,65,11,75,4,"Everyone"
"10613","Kelly Slater's Pro Surfer","Xbox",2002,"Sports",100000,80,15,80,5,"Everyone"
"10616","NFL Tour","Xbox",2008,"Sports",100000,49,35,31,45,"Everyone"
"10620","Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.","Playstation",2005,"Platform",100000,49,9,80,11,"10+"
"10622","Resident Evil: Revelations 2","Xbox",2015,"Action",100000,75,22,75,106,"17+"
"10626","The Bard's Tale","Xbox",2004,"Role-Playing",100000,75,50,88,4,"13+"
"10629","Alien Hominid","Playstation",2004,"Shooter",100000,78,47,83,13,"13+"
"10652","nail'd","Xbox",2010,"Racing",100000,64,49,71,16,"10+"
"10654","Bullet Witch","Xbox",2006,"Shooter",100000,55,59,61,41,"17+"
"10660","Silent Scope Complete","Xbox",2004,"Shooter",100000,69,25,74,5,"17+"
"10664","Leisure Suit Larry: Box Office Bust","Playstation",2009,"Adventure",100000,17,11,17,37,"17+"
"10671","Indigo Prophecy","Xbox",2005,"Adventure",100000,84,51,77,39,"17+"
"10678","Sneakers","Xbox",2002,"Puzzle",100000,28,13,46,8,"Everyone"
"10680","NHL 2K6","Xbox",2005,"Sports",100000,75,37,61,24,"10+"
"10684","College Hoops 2K6","Xbox",2005,"Sports",100000,82,17,92,6,"Everyone"
"10701","Predator: Concrete Jungle","Xbox",2005,"Action",100000,46,17,80,10,"17+"
"10714","Rocky: Legends","Xbox",2004,"Action",100000,67,21,52,6,"13+"
"10722","Star Trek: Shattered Universe","Playstation",2004,"Simulation",100000,42,19,83,18,"Everyone"
"10726","Ultra Street Fighter IV","Playstation",2015,"Fighting",100000,71,28,59,94,"13+"
"10727","EVE: Valkyrie","Playstation",2016,"Shooter",100000,73,26,63,37,"13+"
"10730","The Crew: Wild Run","Playstation",2015,"Action",100000,73,13,68,50,"13+"
"10738","Natural Doctrine","Playstation",2014,"Role-Playing",100000,53,31,60,79,"17+"
"10739","NeverDead","Xbox",2012,"Shooter",100000,52,46,55,65,"17+"
"10741","MotoGP 07","Playstation",2007,"Racing",100000,62,26,91,7,"Everyone"
"10742","Blades of Time","Playstation",2012,"Action",100000,53,19,72,22,"17+"
"10761","Shining Force EXA","Playstation",2007,"Role-Playing",100000,64,24,73,17,"10+"
"10768","MySims SkyHeroes","Xbox",2010,"Action",100000,56,15,55,4,"10+"
"10771","Guilty Gear Isuka","Playstation",2004,"Fighting",100000,73,39,75,13,"13+"
"10790","MotoGP 2","Xbox",2003,"Racing",100000,87,23,85,14,"Everyone"
"10800","Ar tonelico: Melody of Elemia","Playstation",2006,"Role-Playing",100000,71,30,77,43,"13+"
"10804","Samurai Warriors 4: Empires","Playstation",2015,"Action",100000,71,29,65,15,"13+"
"10807","Steel Battalion","Xbox",2002,"Simulation",100000,83,20,85,20,"13+"
"10822","Darkest of Days","Xbox",2009,"Shooter",100000,44,25,48,76,"17+"
"10823","Skylanders Imaginators","Xbox",2016,"Platform",100000,78,14,60,8,"10+"
"10824","Minority Report: Everybody Runs","Xbox",2002,"Action",100000,54,18,50,4,"13+"
"10829","Rio","Xbox",2011,"Misc",90000,60,16,70,7,"10+"
"10833","Playboy: The Mansion","Xbox",2005,"Simulation",90000,61,43,41,9,"17+"
"10841","Barnyard","Playstation",2006,"Action",90000,62,13,87,10,"10+"
"10842","Ultimate Marvel vs. Capcom 3","Playstation",2011,"Fighting",90000,80,36,62,114,"13+"
"10843","MindJack","Xbox",2011,"Shooter",90000,43,42,12,116,"17+"
"10851","Crash 'N' Burn","Xbox",2004,"Racing",90000,65,25,64,7,"13+"
"10857","Pac-Man and the Ghostly Adventures 2","Playstation",2014,"Adventure",90000,59,11,63,4,"10+"
"10860","Speed Kings","Playstation",2003,"Racing",90000,61,13,78,6,"Everyone"
"10863","Winter Stars","Xbox",2011,"Sports",90000,46,9,65,4,"Everyone"
"10868","Bladestorm: The Hundred Years' War","Xbox",2007,"Action",90000,63,26,68,16,"13+"
"10885","Raven Squad: Operation Hidden Dagger","Xbox",2009,"Shooter",90000,38,22,35,37,"13+"
"10888","Shining Tears","Playstation",2004,"Role-Playing",90000,61,14,65,11,"13+"
"10890","MotoGP","Xbox",2002,"Racing",90000,84,18,84,16,"Everyone"
"10891","Scaler","Playstation",2004,"Platform",90000,70,20,86,18,"Everyone"
"10894","Gradius V","Playstation",2004,"Shooter",90000,82,46,85,13,"13+"
"10906","Arcania: Gothic 4","Xbox",2010,"Role-Playing",90000,64,21,52,52,"13+"
"10910","Psychonauts","Playstation",2005,"Platform",90000,86,33,87,61,"13+"
"10924","Digimon Rumble Arena 2","Playstation",2004,"Fighting",90000,63,9,73,23,"13+"
"10927","Teenage Mutant Ninja Turtles: Mutants in Manhattan","Playstation",2016,"Action",90000,44,49,55,163,"13+"
"10928","Ribbit King","Playstation",2003,"Sports",90000,58,10,65,4,"Everyone"
"10936","Ninja Gaiden Black","Xbox",2005,"Action",90000,94,32,87,121,"17+"
"10946","Trivial Pursuit unhinged","Xbox",2004,"Misc",90000,58,10,80,4,"13+"
"10947","NCAA March Madness 08","Playstation",2007,"Sports",90000,67,15,38,4,"Everyone"
"10951","Bloody Roar 4","Playstation",2003,"Fighting",90000,59,25,86,43,"17+"
"10967","Wild ARMs: Alter Code F","Playstation",2003,"Role-Playing",90000,73,25,83,26,"13+"
"10971","Shrek SuperSlam","Xbox",2005,"Action",90000,71,20,93,4,"10+"
"10978","Total Overdose: A Gunslinger's Tale in Mexico","Playstation",2005,"Shooter",90000,71,36,90,25,"17+"
"10984","Romance of the Three Kingdoms X","Playstation",2005,"Strategy",90000,71,13,85,10,"13+"
"11004","Road Trip","Playstation",2002,"Racing",90000,80,4,90,41,"Everyone"
"11007","Jimmie Johnson's Anything With an Engine","Xbox",2011,"Racing",90000,65,5,88,8,"10+"
"11016","Digimon All-Star Rumble","Playstation",2014,"Fighting",90000,49,12,58,32,"10+"
"11024","Yaiba: Ninja Gaiden Z","Playstation",2014,"Action",90000,43,46,45,84,"17+"
"11025","Castlevania: Lords of Shadow 2","Xbox",2014,"Action",90000,70,22,78,239,"17+"
"11026","Ghosthunter","Playstation",2003,"Action",90000,69,44,87,22,"13+"
"11039","JASF: Jane's Advanced Strike Fighters","Xbox",2011,"Simulation",90000,45,5,45,8,"13+"
"11054","Rugby 2005","Playstation",2005,"Sports",90000,71,15,86,19,"Everyone"
"11071","Last Rebellion","Playstation",2010,"Role-Playing",90000,44,30,46,34,"13+"
"11077","DriveClub VR","Playstation",2016,"Racing",90000,67,34,74,110,"Everyone"
"11081","Quantum Theory","Xbox",2010,"Shooter",90000,37,39,36,31,"17+"
"11087","Tornado Outbreak","Playstation",2009,"Action",90000,69,15,76,8,"10+"
"11103","Zoids Assault","Xbox",2007,"Strategy",90000,46,17,73,7,"13+"
"11104","Arslan: The Warriors of Legend","Playstation",2015,"Action",90000,69,43,66,23,"13+"
"11108","Freestyle Metal X","Playstation",2003,"Racing",90000,67,25,83,17,"13+"
"11115","Damnation","Playstation",2009,"Shooter",90000,36,36,28,40,"17+"
"11130","Supreme Commander","Xbox",2008,"Strategy",90000,56,24,57,19,"10+"
"11132","Transworld Snowboarding","Xbox",2002,"Sports",90000,74,14,92,14,"13+"
"11134","World Soccer Winning Eleven 8 International","Xbox",2004,"Sports",90000,90,25,84,11,"Everyone"
"11135","Sniper Elite","Xbox",2005,"Shooter",90000,77,25,85,11,"17+"
"11137","Test Drive: Eve of Destruction","Xbox",2004,"Racing",90000,72,28,87,7,"13+"
"11138","Blazblue: Continuum Shift Extend","Playstation",2011,"Fighting",90000,73,6,75,27,"13+"
"11139","Crimson Sea","Xbox",2002,"Action",90000,78,19,82,10,"13+"
"11148","GRID Autosport","Xbox",2014,"Racing",90000,75,15,60,56,"Everyone"
"11152","The Suffering: Ties That Bind","Xbox",2005,"Action",90000,76,36,91,8,"17+"
"11159","Nobunaga's Ambition: Iron Triangle","Playstation",2006,"Strategy",90000,76,8,80,7,"10+"
"11179","Spectral Force 3","Xbox",2006,"Role-Playing",90000,59,16,75,19,"13+"
"11192","Battle Fantasia","Xbox",2008,"Fighting",90000,71,22,66,8,"13+"
"11194","Karaoke Revolution","Xbox",2004,"Misc",90000,80,13,85,4,"Everyone"
"11195","Fire Pro Wrestling Returns","Playstation",2005,"Sports",90000,78,12,85,17,"13+"
"11201","Samurai Warriors 2: Xtreme Legends","Playstation",2007,"Action",90000,50,11,80,9,"13+"
"11210","Forgotten Realms: Demon Stone","Xbox",2004,"Action",90000,72,17,65,6,"13+"
"11216","Tim Burton's The Nightmare Before Christmas: Oogie's Revenge","Xbox",2005,"Adventure",90000,65,19,73,6,"10+"
"11224","Rugby 15","Xbox",2015,"Sports",90000,20,4,31,30,"Everyone"
"11235","ShellShock 2: Blood Trails","Xbox",2009,"Shooter",90000,30,21,59,33,"17+"
"11237","F.E.A.R. Files","Xbox",2007,"Shooter",90000,66,43,71,16,"17+"
"11247","Lara Croft and the Temple of Osiris","Playstation",2014,"Action",90000,74,40,67,128,"13+"
"11251","Killer7","Playstation",2005,"Action",90000,70,39,81,36,"17+"
"11255","Astro Boy","Playstation",2004,"Action",90000,54,29,69,7,"Everyone"
"11259","Puss in Boots","Playstation",2011,"Action",90000,70,4,70,4,"10+"
"11262","Cloudy With a Chance of Meatballs","Xbox",2009,"Platform",90000,62,12,65,11,"Everyone"
"11272","NCAA Football 08","Xbox",2007,"Sports",80000,82,4,81,8,"Everyone"
"11294","America's Army: True Soldiers","Xbox",2007,"Shooter",80000,43,11,67,55,"13+"
"11297","Raiden Fighters Aces","Xbox",2008,"Shooter",80000,73,11,75,12,"10+"
"11300","NASCAR The Game: Inside Line","Playstation",2012,"Racing",80000,76,4,45,15,"Everyone"
"11303","BlazBlue Central Fiction","Playstation",2016,"Fighting",80000,85,21,76,39,"13+"
"11311","Sega GT Online","Xbox",2003,"Racing",80000,72,32,92,5,"13+"
"11332","TOCA Race Driver 3","Playstation",2006,"Racing",80000,82,26,72,15,"10+"
"11337","Blacksite: Area 51","Playstation",2007,"Shooter",80000,56,23,63,18,"13+"
"11353","Aliens versus Predator: Extinction","Xbox",2003,"Strategy",80000,64,19,77,21,"13+"
"11355","RTX Red Rock","Playstation",2003,"Shooter",80000,49,23,50,4,"13+"
"11357","FIFA Street 2","Xbox",2006,"Sports",80000,63,30,71,9,"Everyone"
"11364","The Golf Club","Playstation",2014,"Sports",80000,66,11,63,67,"Everyone"
"11370","Blazing Angels: Squadrons of WWII","Xbox",2006,"Simulation",80000,69,19,68,4,"13+"
"11371","God Eater Resurrection","Playstation",2015,"Action",80000,70,18,78,44,"13+"
"11373","NHL 2K7","Xbox",2006,"Sports",80000,78,51,79,166,"10+"
"11381","Shovel Knight","Playstation",2015,"Platform",80000,90,18,76,312,"Everyone"
"11391","Shin Megami Tensei: Digital Devil Saga 2","Playstation",2005,"Role-Playing",80000,82,38,79,38,"17+"
"11414","Grand Prix Challenge","Playstation",2002,"Racing",80000,76,9,92,9,"Everyone"
"11419","ShellShock 2: Blood Trails","Playstation",2009,"Shooter",80000,35,18,48,27,"17+"
"11421","Mega Man Legacy Collection","Playstation",2016,"Platform",80000,77,22,61,55,"Everyone"
"11422","Knights Contract","Playstation",2011,"Action",80000,51,37,60,8,"17+"
"11429","State of Emergency 2","Playstation",2006,"Shooter",80000,44,36,58,15,"17+"
"11434","Fatal Frame III: The Tormented","Playstation",2005,"Action",80000,78,46,89,58,"17+"
"11436","Seven Samurai 20XX","Playstation",2004,"Action",80000,52,31,70,6,"13+"
"11439","Risen 3: Titan Lords","Playstation",2014,"Role-Playing",80000,36,8,37,77,"17+"
"11443","Tornado Outbreak","Xbox",2009,"Action",80000,62,12,80,6,"10+"
"11453","Persona 4: Arena Ultimax","Xbox",2014,"Fighting",80000,85,15,74,35,"13+"
"11454","Supremacy MMA","Xbox",2011,"Fighting",80000,49,17,62,11,"17+"
"11456","The King of Fighters 2006","Playstation",2006,"Fighting",80000,66,23,86,17,"13+"
"11458","Nobunaga's Ambition: Rise to Power","Playstation",2004,"Strategy",80000,70,7,88,6,"13+"
"11470","The Italian Job","Xbox",2003,"Racing",80000,54,22,58,5,"13+"
"11482","PAC-MAN and the Ghostly Adventures","Playstation",2013,"Platform",80000,51,6,31,7,"10+"
"11486","Space Channel 5 Special Edition","Playstation",2003,"Misc",80000,79,16,86,10,"13+"
"11498","Samurai Shodown Sen","Xbox",2009,"Fighting",80000,46,33,52,12,"17+"
"11507","Samurai Western","Playstation",2004,"Action",80000,58,34,76,5,"17+"
"11508","Looney Tunes: Acme Arsenal","Xbox",2007,"Action",80000,40,15,68,13,"10+"
"11512","High Heat Major League Baseball 2004","Xbox",2003,"Sports",80000,83,14,84,8,"Everyone"
"11548","Knights Contract","Xbox",2011,"Action",80000,49,41,56,16,"17+"
"11557","PAC-MAN and the Ghostly Adventures","Xbox",2013,"Platform",80000,49,7,51,13,"10+"
"11573","Earth Defense Force 2017","Xbox",2006,"Action",80000,69,55,77,60,"13+"
"11576","RoadKill","Xbox",2003,"Action",80000,68,23,74,5,"17+"
"11585","Resident Evil 6","Playstation",2016,"Shooter",80000,60,19,67,94,"17+"
"11603","MLB Front Office Manager","Playstation",2009,"Sports",80000,49,8,65,8,"Everyone"
"11611","Song of the Deep","Playstation",2016,"Action",80000,69,41,73,30,"Everyone"
"11615","World Series of Poker 2008: Battle for the Bracelets","Xbox",2007,"Misc",80000,74,10,67,6,"13+"
"11631","Assassin's Creed The Ezio Collection","Xbox",2016,"Action",80000,74,13,76,24,"17+"
"11638","Samurai Warriors 2","Xbox",2006,"Action",80000,52,30,87,18,"13+"
"11650","Endgame","Playstation",2002,"Shooter",80000,57,12,68,5,"13+"
"11651","The Dukes of Hazzard: Return of the General Lee","Xbox",2004,"Racing",80000,49,18,70,4,"Everyone"
"11671","Urban Reign","Playstation",2005,"Action",80000,60,44,82,26,"13+"
"11679","Valentino Rossi: The Game","Playstation",2016,"Racing",80000,75,19,80,50,"Everyone"
"11695","Stuart Little 3: Big Photo Adventure","Playstation",2005,"Platform",80000,71,5,77,7,"Everyone"
"11702","Infernal: Hell's Vengeance","Xbox",2009,"Shooter",80000,35,23,53,10,"17+"
"11728","Stella Deus: The Gate of Eternity","Playstation",2004,"Strategy",80000,75,31,80,9,"13+"
"11729","Vietcong: Purple Haze","Xbox",2004,"Shooter",80000,57,32,84,11,"17+"
"11735","P.T.O. IV: Pacific Theater of Operations","Playstation",2002,"Strategy",80000,71,12,66,5,"Everyone"
"11744","Far Cry Instincts Evolution","Xbox",2006,"Shooter",80000,78,15,63,32,"17+"
"11755","Dynasty Warriors 3","Xbox",2002,"Action",80000,70,11,89,20,"13+"
"11758","Jimmie Johnson's Anything With an Engine","Playstation",2011,"Racing",80000,67,5,68,4,"10+"
"11759","MTV Music Generator 3: This Is the Remix","Xbox",2004,"Misc",80000,79,26,54,10,"13+"
"11763","Grand Ages: Medieval","Playstation",2015,"Strategy",70000,64,10,71,12,"13+"
"11768","In The Groove","Playstation",2005,"Misc",70000,72,14,90,13,"Everyone"
"11773","Lost Dimension","Playstation",2014,"Role-Playing",70000,71,18,73,27,"13+"
"11778","Magic Pengel: The Quest for Color","Playstation",2002,"Role-Playing",70000,74,24,75,12,"Everyone"
"11793","Futurama","Playstation",2003,"Platform",70000,59,22,66,14,"13+"
"11795","The History Channel: Battle for the Pacific","Playstation",2008,"Shooter",70000,36,7,24,15,"13+"
"11797","Rayman 3: Hoodlum Havoc","Xbox",2003,"Platform",70000,75,13,79,8,"Everyone"
"11804","Legend of the Guardians: The Owls of Ga'Hoole","Xbox",2010,"Action",70000,60,13,80,5,"10+"
"11815","Blood Drive","Playstation",2010,"Racing",70000,47,11,70,5,"17+"
"11819","Escape Dead Island","Playstation",2014,"Action",70000,40,25,35,51,"17+"
"11830","Damage Inc.: Pacific Squadron WWII","Xbox",2012,"Simulation",70000,49,24,55,6,"13+"
"11842","Godai: Elemental Force","Playstation",2002,"Action",70000,27,10,38,19,"13+"
"11844","Still Life","Xbox",2005,"Adventure",70000,70,29,82,5,"17+"
