"","name","platform","year_of_release","genre","global_sales","critic_score","critic_count","user_score","user_count","rating"
"1766","Medal of Honor: Warfighter","Xbox",2012,"Action",1150000,53,43,54,437,"17+"
"1775","Tak and the Power of Juju","Playstation",2003,"Platform",1150000,68,28,90,28,"Everyone"
"1776","WWE 2K15","Playstation",2014,"Sports",1150000,62,44,51,164,"13+"
"1780","Tenchu: Wrath of Heaven","Playstation",2003,"Action",1140000,79,33,84,38,"17+"
"1781","Shadow of the Colossus","Playstation",2005,"Action",1140000,91,77,91,933,"13+"
"1783","Ninja Gaiden Sigma","Playstation",2007,"Action",1140000,88,46,75,155,"17+"
"1784","WWE 2K14","Playstation",2013,"Sports",1140000,74,22,75,121,"13+"
"1786","007: Quantum of Solace","Playstation",2008,"Action",1140000,65,42,66,47,"13+"
"1787","Dance Dance Revolution Extreme 2","Playstation",2005,"Simulation",1140000,76,27,90,21,"10+"
"1793","The Lord of the Rings: The Return of the King","Xbox",2003,"Action",1140000,84,31,91,31,"13+"
"1795","Hot Shots Golf: Out of Bounds","Playstation",2007,"Sports",1140000,81,66,88,32,"Everyone"
"1799","Sunset Overdrive","Xbox",2014,"Shooter",1140000,81,89,77,1137,"17+"
"1802","Naruto Shippuden: Ultimate Ninja Storm 4","Playstation",2016,"Fighting",1140000,79,60,82,201,"13+"
"1803","MechAssault","Xbox",2002,"Simulation",1130000,87,32,80,47,"13+"
"1807","Watch Dogs 2","Playstation",2016,"Action",1130000,83,88,78,621,"17+"
"1809","Tom Clancy's Rainbow Six 3: Black Arrow","Xbox",2004,"Shooter",1130000,84,55,86,14,"17+"
"1811","Mirror's Edge","Playstation",2008,"Platform",1130000,79,66,78,362,"13+"
"1812","Guitar Hero 5","Xbox",2009,"Misc",1130000,85,69,68,108,"13+"
"1813","Alien: Isolation","Playstation",2014,"Shooter",1130000,79,50,81,795,"17+"
"1817","SingStar","Playstation",2007,"Misc",1130000,82,48,59,15,"13+"
"1823","ModNation Racers","Playstation",2010,"Racing",1120000,82,85,84,201,"Everyone"
"1825","Rocksmith","Playstation",2011,"Misc",1120000,80,27,83,52,"13+"
"1826","Call Of Duty 2: Big Red One","Xbox",2005,"Shooter",1120000,78,46,51,27,"13+"
"1828","Rocksmith","Xbox",2011,"Misc",1120000,77,30,82,62,"13+"
"1829","Guitar Hero 5","Playstation",2009,"Misc",1120000,71,4,26,10,"13+"
"1831","Yakuza 3","Playstation",2009,"Action",1120000,79,77,81,165,"17+"
"1833","Spider-Man 2","Xbox",2004,"Action",1120000,83,60,83,40,"13+"
"1834","Crackdown 2","Xbox",2010,"Shooter",1120000,70,91,60,202,"17+"
"1835","The Beatles: Rock Band","Playstation",2009,"Misc",1120000,88,60,87,59,"13+"
"1836","Dragon Age II","Xbox",2011,"Action",1110000,79,75,45,2380,"17+"
"1837","Counter-Strike","Xbox",2003,"Shooter",1110000,74,38,76,51,"17+"
"1839","Guitar Hero Encore: Rocks The 80s","Playstation",2007,"Misc",1110000,69,50,63,31,"13+"
"1840","Fight Night Champion","Playstation",2011,"Fighting",1110000,84,52,73,95,"17+"
"1842","Tom Clancy's Splinter Cell: Chaos Theory","Xbox",2005,"Action",1110000,94,70,90,160,"17+"
"1848","WWE 2K14","Xbox",2013,"Sports",1110000,75,43,77,100,"13+"
"1849","Dragon Ball: XenoVerse","Playstation",2015,"Fighting",1110000,69,50,77,598,"13+"
"1853","Castlevania: Lords of Shadow","Playstation",2010,"Action",1100000,85,62,80,468,"17+"
"1869","GRID","Playstation",2008,"Racing",1100000,87,39,81,109,"Everyone"
"1870","Medal of Honor: Airborne","Xbox",2007,"Shooter",1100000,73,54,67,77,"13+"
"1873","NCAA Football 14","Xbox",2013,"Sports",1090000,77,18,58,74,"Everyone"
"1874","Yakuza 2","Playstation",2006,"Adventure",1090000,77,34,81,52,"17+"
"1875","Guitar Hero 5","Playstation",2009,"Misc",1090000,86,54,57,87,"13+"
"1881","Project CARS","Playstation",2015,"Racing",1090000,83,37,66,363,"Everyone"
"1882","Madden NFL 2004","Xbox",2003,"Sports",1090000,92,27,83,48,"Everyone"
"1884","The Godfather","Playstation",2006,"Action",1090000,75,56,83,99,"17+"
"1885","Sonic Free Riders","Xbox",2010,"Racing",1090000,47,52,21,98,"Everyone"
"1886","Star Wars: Bounty Hunter","Playstation",2002,"Shooter",1090000,65,32,83,33,"13+"
"1888","WWE SmackDown vs. Raw 2011","Playstation",2010,"Fighting",1090000,74,42,69,41,"13+"
"1890","NCAA Football 13","Xbox",2012,"Action",1090000,76,20,55,65,"Everyone"
"1891","Skate 2","Xbox",2009,"Sports",1090000,84,70,80,72,"13+"
"1893","NASCAR Thunder 2004","Playstation",2003,"Racing",1080000,88,15,89,77,"Everyone"
"1899","Virtua Fighter 5","Playstation",2007,"Fighting",1080000,85,47,74,67,"13+"
"1900","Dante's Inferno","Playstation",2010,"Action",1080000,75,69,75,265,"17+"
"1903","Tom Clancy's Ghost Recon 2","Playstation",2004,"Shooter",1080000,58,21,60,19,"13+"
"1905","Forza Horizon 3","Xbox",2016,"Racing",1080000,91,90,74,594,"Everyone"
"1912","Plants vs. Zombies: Garden Warfare","Xbox",2014,"Shooter",1080000,69,6,73,121,"10+"
"1916","Call of Duty 3","Playstation",2006,"Shooter",1070000,82,14,74,83,"13+"
"1919","Prince of Persia","Playstation",2008,"Action",1070000,85,59,73,245,"13+"
"1925","Tomb Raider: Underworld","Xbox",2008,"Action",1070000,76,57,66,198,"13+"
"1927","Pro Evolution Soccer 2008","Xbox",2007,"Sports",1070000,76,29,78,36,"Everyone"
"1928","SoulCalibur III","Playstation",2005,"Fighting",1070000,86,57,84,96,"13+"
"1933","Naruto: Ultimate Ninja Storm","Playstation",2008,"Fighting",1070000,75,32,86,95,"13+"
"1935","Lightning Returns: Final Fantasy XIII","Playstation",2013,"Role-Playing",1070000,66,62,59,552,"13+"
"1938","Mortal Kombat: Armageddon","Playstation",2006,"Fighting",1060000,75,43,85,84,"17+"
"1939","Freekstyle","Playstation",2002,"Racing",1060000,81,25,73,14,"Everyone"
"1942","The Orange Box","Playstation",2007,"Shooter",1060000,89,21,84,188,"17+"
"1944","DJ Hero","Xbox",2009,"Misc",1060000,84,72,80,42,"13+"
"1945","Bully: Scholarship Edition","Xbox",2008,"Action",1060000,80,56,83,154,"13+"
"1946","NBA Street V3","Playstation",2005,"Sports",1060000,89,36,87,37,"Everyone"
"1948","Hulk","Playstation",2003,"Action",1060000,71,28,83,22,"13+"
"1949","Overwatch","Xbox",2016,"Shooter",1060000,91,18,56,668,"13+"
"1952","Aliens vs Predator","Xbox",2010,"Shooter",1060000,64,64,73,247,"17+"
"1953","Skylanders Giants","Playstation",2012,"Action",1060000,77,21,63,18,"10+"
"1957","Seek and Destroy","Playstation",2002,"Racing",1060000,63,9,88,10,"13+"
"1958","Darksiders","Xbox",2010,"Action",1060000,83,81,79,292,"17+"
"1959","Mercenaries 2: World in Flames","Xbox",2008,"Shooter",1060000,72,69,72,152,"13+"
"1961","Warhawk","Playstation",2007,"Simulation",1060000,84,50,84,183,"13+"
"1962","DiRT 3","Playstation",2011,"Racing",1060000,87,52,71,122,"13+"
"1964","DiRT","Playstation",2007,"Racing",1050000,83,32,80,32,"Everyone"
"1975","NBA 2K3","Playstation",2002,"Sports",1050000,89,21,80,22,"Everyone"
"1976","LEGO The Lord of the Rings","Playstation",2012,"Action",1050000,82,16,83,85,"10+"
"1979","EA Sports UFC","Playstation",2014,"Sports",1050000,70,57,61,279,"13+"
"1980","Forza Motorsport","Xbox",2005,"Racing",1050000,92,73,76,213,"Everyone"
"1981","Virtua Tennis 3","Playstation",2007,"Sports",1050000,80,35,79,32,"Everyone"
"1983","MVP Baseball 2003","Playstation",2003,"Sports",1040000,81,22,89,17,"Everyone"
"1986","WWE SmackDown vs. Raw 2010","Xbox",2009,"Fighting",1040000,80,59,84,36,"13+"
"1988","Sleeping Dogs","Playstation",2012,"Action",1040000,83,40,77,645,"17+"
"1992","Dance Dance Revolution SuperNOVA","Playstation",2006,"Simulation",1040000,73,25,87,6,"10+"
"1993","Aliens vs Predator","Playstation",2010,"Shooter",1040000,65,57,73,168,"17+"
"1997","Sonic the Hedgehog","Xbox",2006,"Platform",1040000,46,38,44,455,"10+"
"1999","Need for Speed: Most Wanted","Xbox",2005,"Racing",1040000,83,32,88,29,"13+"
"2000","The Simpsons Game","Xbox",2007,"Action",1030000,71,52,77,71,"13+"
"2001","F1 2012","Playstation",2012,"Racing",1030000,81,23,75,54,"Everyone"
"2002","Brink","Xbox",2011,"Shooter",1030000,68,85,58,404,"13+"
"2003","MX vs. ATV Unleashed","Playstation",2005,"Racing",1030000,79,30,84,17,"Everyone"
"2005","UFC Undisputed 3","Playstation",2012,"Action",1030000,86,30,74,92,"13+"
"2006","LEGO Pirates of the Caribbean: The Video Game","Xbox",2011,"Action",1030000,73,54,70,31,"10+"
"2007","Tom Clancy's Ghost Recon Advanced Warfighter 2","Playstation",2007,"Shooter",1030000,84,29,81,41,"13+"
"2010","NCAA March Madness 2004","Playstation",2003,"Sports",1030000,82,16,88,12,"Everyone"
"2014","LEGO Indiana Jones: The Original Adventures","Playstation",2008,"Action",1030000,77,36,77,30,"10+"
"2025","NBA 2K17","Xbox",2016,"Sports",1020000,90,17,62,91,"Everyone"
"2026","Tom Clancy's Ghost Recon Advanced Warfighter 2","Xbox",2007,"Shooter",1020000,86,58,81,89,"13+"
"2027","Sonic Unleashed","Playstation",2008,"Platform",1020000,54,24,79,130,"10+"
"2032","LEGO Indiana Jones 2: The Adventure Continues","Xbox",2009,"Action",1020000,71,41,74,25,"10+"
"2034","Bulletstorm","Xbox",2011,"Shooter",1020000,84,83,76,439,"17+"
"2035","Skylanders SWAP Force","Playstation",2013,"Platform",1020000,83,31,53,33,"10+"
"2036","Madden NFL 07","Xbox",2006,"Sports",1020000,83,27,87,6,"Everyone"
"2039","Harry Potter and the Prisoner of Azkaban","Playstation",2004,"Action",1020000,70,29,87,29,"Everyone"
"2045","Ace Combat 6: Fires of Liberation","Xbox",2007,"Simulation",1010000,80,54,79,101,"13+"
"2050","Ninja Gaiden II","Xbox",2008,"Action",1010000,81,74,80,302,"17+"
"2051","Assassin's Creed: Rogue","Xbox",2014,"Action",1010000,72,32,73,318,"17+"
"2052","Rayman Legends","Playstation",2014,"Platform",1010000,90,16,85,525,"10+"
"2054","Prince of Persia","Xbox",2008,"Action",1010000,81,73,70,189,"13+"
"2058","Ford Racing 2","Playstation",2003,"Racing",1000000,51,5,80,8,"Everyone"
"2068","SoulCalibur II","Xbox",2003,"Fighting",1000000,92,39,89,54,"13+"
"2074","Dynasty Warriors 3: Xtreme Legends","Playstation",2002,"Action",1000000,72,16,93,54,"13+"
"2075","Rayman Origins","Playstation",2011,"Platform",1000000,87,43,84,238,"10+"
"2078","Just Dance 2014","Xbox",2013,"Misc",990000,79,16,78,33,"10+"
"2079","NCAA Football 12","Xbox",2011,"Sports",990000,82,25,66,49,"Everyone"
"2081","UFC Undisputed 3","Xbox",2012,"Action",990000,85,60,76,88,"13+"
"2083","Haze","Playstation",2008,"Shooter",990000,55,65,65,294,"17+"
"2086","DiRT 2","Playstation",2009,"Racing",990000,87,63,82,94,"13+"
"2087","Guitar Hero: Aerosmith","Playstation",2008,"Misc",990000,70,39,50,26,"13+"
"2089","EyePet","Playstation",2009,"Simulation",990000,70,35,82,20,"Everyone"
"2092","Dark Souls","Xbox",2011,"Role-Playing",990000,89,66,84,1106,"17+"
"2100","Tales of Graces f","Playstation",2010,"Role-Playing",980000,77,55,82,336,"13+"
"2108","Dead Space 3","Xbox",2013,"Action",980000,78,68,64,694,"17+"
"2111","Tom Clancy's Splinter Cell: Blacklist","Xbox",2013,"Action",980000,82,58,75,383,"17+"
"2113","NBA 2K10","Xbox",2009,"Sports",970000,82,46,76,34,"Everyone"
"2114","NCAA Football 06","Xbox",2005,"Sports",970000,87,38,83,27,"Everyone"
"2117","Madden NFL 08","Playstation",2007,"Sports",970000,81,31,53,33,"Everyone"
"2119","Brutal Legend","Xbox",2009,"Action",970000,82,88,80,268,"17+"
"2120","Disney Infinity","Playstation",2013,"Action",970000,75,21,59,47,"10+"
"2122","NHL 2004","Playstation",2003,"Sports",970000,85,19,76,53,"Everyone"
"2123","Grand Theft Auto: Vice City Stories","Playstation",2007,"Action",970000,75,37,79,67,"17+"
"2126","FIFA Soccer 2005","Xbox",2004,"Sports",970000,81,34,87,23,"Everyone"
"2131","Skylanders: Spyro's Adventure","Xbox",2011,"Action",970000,78,35,52,53,"10+"
"2136","Dark Cloud 2","Playstation",2002,"Role-Playing",960000,87,41,91,174,"13+"
"2138","Evolve","Playstation",2015,"Shooter",960000,76,46,43,894,"17+"
"2139","Dead Space 3","Playstation",2013,"Action",960000,76,37,64,522,"17+"
"2150","Shinobi","Playstation",2002,"Platform",960000,71,33,79,43,"17+"
"2151","Mortal Kombat: Deadly Alliance","Xbox",2002,"Fighting",960000,81,27,84,24,"17+"
"2153","Sniper Elite V2","Playstation",2012,"Shooter",960000,70,21,69,92,"17+"
"2154","ESPN NBA 2K5","Xbox",2004,"Sports",950000,85,28,87,22,"Everyone"
"2159","World Championship Poker","Playstation",2004,"Misc",950000,60,8,77,11,"Everyone"
"2161","Tom Clancy's Splinter Cell: Chaos Theory","Playstation",2005,"Action",950000,87,29,86,53,"17+"
"2162","Sonic Unleashed","Xbox",2008,"Platform",950000,60,50,78,238,"10+"
"2165","PlayStation All-Stars Battle Royale","Playstation",2012,"Action",950000,74,69,73,540,"13+"
"2169","Pro Evolution Soccer 2014","Playstation",2013,"Action",950000,78,39,41,303,"Everyone"
"2172","Tom Clancy's Ghost Recon: Future Soldier","Playstation",2012,"Shooter",950000,79,18,69,156,"17+"
"2174","Driver: San Francisco","Playstation",2011,"Racing",950000,79,53,77,114,"13+"
"2178","Army of Two: The 40th Day","Xbox",2010,"Shooter",950000,73,79,73,126,"17+"
"2182","Lost Planet 2","Playstation",2010,"Shooter",950000,68,56,69,62,"13+"
"2183","LEGO Pirates of the Caribbean: The Video Game","Playstation",2011,"Action",950000,73,42,71,34,"10+"
"2185","Killzone","Playstation",2004,"Shooter",940000,70,67,74,254,"17+"
"2191","Castlevania: Lament of Innocence","Playstation",2003,"Action",940000,79,45,84,74,"17+"
"2193","Tom Clancy's Splinter Cell: Blacklist","Playstation",2013,"Action",940000,84,27,77,314,"17+"
"2195","Skylanders: Spyro's Adventure","Playstation",2011,"Action",940000,77,18,48,42,"10+"
"2199","WWE SmackDown vs. Raw 2009","Playstation",2008,"Fighting",940000,78,37,70,49,"13+"
"2200","NCAA Football 10","Xbox",2009,"Sports",940000,83,26,67,37,"Everyone"
"2201","Brutal Legend","Playstation",2009,"Action",940000,83,61,76,162,"17+"
"2204","Bully","Playstation",2006,"Action",940000,87,69,91,293,"13+"
"2206","Prince of Persia: The Sands of Time","Xbox",2003,"Action",940000,92,41,78,72,"13+"
"2208","MLB 06: The Show","Playstation",2006,"Sports",940000,83,30,89,31,"Everyone"
"2209","NHL 2003","Playstation",2002,"Sports",930000,79,20,68,18,"Everyone"
"2210","Naruto Shippuden: Ultimate Ninja Storm 3","Playstation",2013,"Fighting",930000,77,32,79,187,"13+"
"2211","EA Sports UFC 2","Playstation",2016,"Sports",930000,79,38,62,157,"13+"
"2214","Tony Hawk's Pro Skater 4","Xbox",2002,"Sports",930000,90,25,85,21,"13+"
"2215","Dragon Age: Inquisition","Xbox",2014,"Role-Playing",930000,85,28,69,703,"17+"
"2216","White Knight Chronicles: International Edition","Playstation",2008,"Role-Playing",930000,64,77,75,213,"13+"
"2217","SingStar Abba","Playstation",2008,"Misc",930000,70,26,55,4,"13+"
"2226","Bayonetta","Xbox",2009,"Action",930000,90,86,80,597,"17+"
"2227","MLB 07: The Show","Playstation",2007,"Sports",930000,83,25,86,19,"Everyone"
"2231","Operation Flashpoint: Dragon Rising","Xbox",2009,"Shooter",930000,77,47,78,112,"17+"
"2233","Lego Batman 3: Beyond Gotham","Playstation",2014,"Action",930000,73,43,71,75,"10+"
"2234","Wipeout: In The Zone","Xbox",2011,"Misc",930000,39,5,56,8,"10+"
"2236","Brothers in Arms: Hell's Highway","Playstation",2008,"Shooter",930000,76,48,80,70,"17+"
"2237","The LEGO Movie Videogame","Playstation",2014,"Action",930000,80,5,68,12,"10+"
"2240","Teenage Mutant Ninja Turtles","Playstation",2003,"Action",920000,59,29,87,31,"Everyone"
"2243","NCAA Football 11","Xbox",2010,"Sports",920000,86,29,71,70,"Everyone"
"2248","MLB 15: The Show","Playstation",2015,"Sports",920000,80,44,78,190,"Everyone"
"2249","South Park: The Stick of Truth","Playstation",2014,"Role-Playing",920000,85,31,85,575,"17+"
"2250","South Park: The Stick of Truth","Xbox",2014,"Role-Playing",920000,82,33,84,363,"17+"
"2255","MLB 12: The Show","Playstation",2012,"Sports",920000,87,23,75,75,"Everyone"
"2257","Dante's Inferno","Xbox",2010,"Action",920000,73,71,77,224,"17+"
"2259","WWE SmackDown vs. Raw 2009","Xbox",2008,"Fighting",920000,79,47,71,34,"13+"
"2263","Blue Dragon","Xbox",2006,"Role-Playing",920000,79,56,78,161,"13+"
"2269","EA Sports Active 2","Playstation",2010,"Sports",910000,78,20,54,14,"Everyone"
"2271","Knockout Kings 2002","Playstation",2002,"Sports",910000,76,23,81,12,"13+"
"2273","Tom Clancy's EndWar","Xbox",2008,"Strategy",910000,77,63,72,53,"13+"
"2275","Tokyo Xtreme Racer 3","Playstation",2003,"Racing",910000,63,15,89,23,"Everyone"
"2280","Dynasty Warriors 7","Playstation",2011,"Action",910000,57,25,74,57,"13+"
"2281","NBA 2K14","Xbox",2013,"Sports",910000,86,15,57,183,"Everyone"
"2283","SSX","Playstation",2012,"Sports",910000,81,38,68,110,"Everyone"
"2287","Sonic Mega Collection Plus","Xbox",2004,"Misc",910000,75,20,79,12,"Everyone"
"2288","Operation Flashpoint: Dragon Rising","Playstation",2009,"Shooter",910000,76,42,65,53,"17+"
"2289","Tiger Woods PGA Tour 2002","Playstation",2002,"Sports",900000,80,23,76,5,"Everyone"
"2290","Lost Odyssey","Xbox",2007,"Role-Playing",900000,78,68,83,432,"13+"
"2291","Street Fighter V","Playstation",2016,"Fighting",900000,77,80,34,1221,"13+"
"2292","Just Cause 3","Xbox",2015,"Action",900000,71,24,70,186,"17+"
"2294","MLB 2005","Playstation",2004,"Sports",900000,78,36,76,9,"Everyone"
"2295","Marvel: Ultimate Alliance 2","Xbox",2009,"Role-Playing",900000,73,75,73,82,"13+"
"2296","Burnout Revenge","Playstation",2005,"Racing",900000,90,52,88,114,"10+"
"2297","Crysis 3","Xbox",2013,"Shooter",900000,76,45,67,344,"17+"
"2299","The Witcher 2: Assassins of Kings","Xbox",2012,"Action",900000,88,82,83,818,"17+"
"2300","Homefront","Playstation",2011,"Shooter",900000,70,60,57,174,"17+"
"2302","LEGO Jurassic World","Playstation",2015,"Action",900000,70,46,70,80,"10+"
"2306","Hot Shots Tennis","Playstation",2006,"Sports",900000,70,44,81,8,"Everyone"
"2307","MX vs. ATV Reflex","Playstation",2009,"Racing",900000,74,44,74,10,"Everyone"
"2308","Madden NFL 25","Playstation",2013,"Sports",900000,74,13,52,118,"Everyone"
"2309","Sonic Heroes","Xbox",2003,"Platform",900000,73,28,76,34,"Everyone"
"2311","Spider-Man 3","Playstation",2007,"Platform",900000,50,14,65,28,"13+"
"2312","James Bond 007: Agent Under Fire","Xbox",2002,"Shooter",900000,71,16,75,15,"13+"
"2315","DJ Hero","Playstation",2009,"Misc",900000,86,53,78,49,"13+"
"2317","X-Men Legends","Xbox",2004,"Role-Playing",900000,82,63,85,14,"13+"
"2318","NBA Live 2005","Xbox",2004,"Sports",900000,85,28,76,14,"Everyone"
"2319","Harry Potter: Quidditch World Cup","Playstation",2003,"Sports",900000,68,21,66,27,"Everyone"
"2322","Blitz: The League","Playstation",2005,"Sports",890000,76,25,80,20,"17+"
"2325","SOCOM 4: U.S. Navy SEALs","Playstation",2011,"Shooter",890000,67,64,63,121,"17+"
"2326","Tiger Woods PGA Tour 06","Playstation",2005,"Sports",890000,83,29,62,16,"Everyone"
"2327","FIFA Street","Xbox",2012,"Sports",890000,77,47,67,58,"Everyone"
"2339","Pure","Playstation",2008,"Racing",890000,83,43,78,30,"Everyone"
"2343","Tiger Woods PGA Tour 12: The Masters","Playstation",2011,"Sports",890000,80,41,73,17,"Everyone"
"2349","LEGO Indiana Jones 2: The Adventure Continues","Playstation",2009,"Action",890000,70,25,71,16,"10+"
"2353","NCAA Football 13","Playstation",2012,"Action",890000,79,9,41,34,"Everyone"
"2356","The Simpsons Game","Playstation",2007,"Action",880000,71,30,75,49,"13+"
"2358","The Tomb Raider Trilogy","Playstation",2011,"Action",880000,78,37,81,60,"13+"
"2359","F1 2010","Xbox",2010,"Racing",880000,84,43,75,65,"Everyone"
"2360","Call of Juarez: Bound in Blood","Playstation",2009,"Shooter",880000,78,47,78,91,"17+"
"2363","NBA 2K6","Playstation",2005,"Action",880000,84,23,83,13,"Everyone"
"2368","Far Cry: Primal","Xbox",2016,"Action",880000,77,27,64,194,"17+"
"2373","Rock Band 3","Xbox",2010,"Misc",880000,93,57,82,137,"13+"
"2374","WWE SmackDown vs. Raw 2011","Xbox",2010,"Fighting",880000,75,49,76,45,"13+"
"2375","ESPN NHL 2K5","Playstation",2004,"Sports",880000,86,25,81,18,"Everyone"
"2376","Borderlands: The Handsome Collection","Playstation",2015,"Shooter",880000,82,49,78,345,"17+"
"2377","Crimson Skies: High Road to Revenge","Xbox",2003,"Simulation",870000,88,49,88,45,"13+"
"2383","Tom Clancy's Ghost Recon: Island Thunder","Xbox",2003,"Shooter",870000,81,33,88,17,"17+"
"2384","Sleeping Dogs","Xbox",2012,"Action",870000,80,47,79,468,"17+"
"2385","Kingdoms of Amalur: Reckoning","Xbox",2012,"Role-Playing",870000,80,71,77,446,"17+"
"2389","Kingdom Hearts Re: Chain of Memories","Playstation",2008,"Role-Playing",870000,68,20,72,105,"10+"
"2392","Michael Jackson: The Experience","Xbox",2011,"Misc",870000,63,31,68,29,"10+"
"2394","LittleBigPlanet Karting","Playstation",2012,"Action",870000,73,69,69,159,"Everyone"
"2395","Tony Hawk's Project 8","Playstation",2006,"Sports",870000,69,17,73,19,"13+"
"2397","GRID","Xbox",2008,"Racing",870000,87,62,79,131,"Everyone"
"2398","DiRT","Xbox",2007,"Racing",870000,83,59,74,94,"Everyone"
"2400","Red Faction: Guerrilla","Xbox",2009,"Shooter",870000,85,84,81,237,"17+"
"2401","Fight Night Round 2","Playstation",2005,"Fighting",870000,88,37,90,37,"13+"
"2402","Conflict: Desert Storm","Xbox",2002,"Shooter",870000,65,14,81,17,"13+"
"2406","Brothers in Arms: Hell's Highway","Xbox",2008,"Shooter",870000,76,65,83,149,"17+"
"2408","Warriors Orochi","Playstation",2007,"Action",870000,55,14,82,16,"13+"
"2410","Crysis 3","Playstation",2013,"Shooter",870000,77,23,63,288,"17+"
"2411","Mercenaries 2: World in Flames","Playstation",2008,"Shooter",870000,72,43,71,73,"13+"
"2417","Guitar Hero Live","Playstation",2015,"Misc",860000,80,69,62,160,"13+"
"2420","Rocky","Playstation",2002,"Fighting",860000,74,14,84,11,"13+"
"2423","Guitar Hero: Warriors of Rock","Xbox",2010,"Misc",860000,72,65,65,51,"13+"
"2426","Dynasty Warriors 4: Xtreme Legends","Playstation",2003,"Action",860000,72,15,91,39,"13+"
"2430","2010 FIFA World Cup South Africa","Xbox",2010,"Sports",850000,83,61,81,58,"Everyone"
"2432","NBA 2K8","Xbox",2007,"Sports",850000,81,33,70,28,"Everyone"
"2434","Tiger Woods PGA Tour 2005","Xbox",2004,"Sports",850000,88,26,89,14,"Everyone"
"2437","Kingdoms of Amalur: Reckoning","Playstation",2012,"Role-Playing",850000,81,34,76,376,"17+"
"2439","Dragon Ball Z: Burst Limit","Playstation",2008,"Fighting",850000,71,32,72,51,"13+"
"2441","Tekken Tag Tournament 2","Playstation",2012,"Fighting",850000,82,50,82,193,"13+"
"2442","Ninja Gaiden Sigma 2","Playstation",2009,"Action",850000,83,52,77,115,"17+"
"2443","Ratatouille","Playstation",2007,"Action",850000,65,9,80,11,"Everyone"
"2445","Burnout 2: Point of Impact","Playstation",2002,"Racing",850000,86,31,82,48,"Everyone"
"2449","NCAA Football 11","Playstation",2010,"Sports",850000,85,22,74,25,"Everyone"
"2451","Army of Two: The 40th Day","Playstation",2010,"Shooter",850000,74,56,70,88,"17+"
"2452","Darksiders II","Playstation",2012,"Action",840000,84,39,71,422,"17+"
"2455"," Tales of Xillia 2","Playstation",2012,"Role-Playing",840000,71,59,79,216,"13+"
"2456","Ghostbusters: The Video Game","Playstation",2009,"Action",840000,78,74,79,96,"13+"
"2459","NBA 2K10","Playstation",2009,"Sports",840000,83,30,78,39,"Everyone"
"2463","Skate 2","Playstation",2009,"Sports",840000,84,50,78,53,"13+"
"2465","Big Mutha Truckers","Playstation",2002,"Racing",840000,62,15,53,20,"13+"
"2467","Rogue Galaxy","Playstation",2005,"Role-Playing",840000,83,59,84,89,"13+"
"2468","ESPN College Hoops 2K5","Playstation",2004,"Sports",840000,86,14,81,10,"Everyone"
"2469","NCAA Football 14","Playstation",2013,"Sports",840000,77,9,62,40,"Everyone"
"2471","Sniper Elite V2","Xbox",2012,"Shooter",840000,67,37,68,131,"17+"
"2481","Time Crisis 4","Playstation",2007,"Shooter",830000,60,52,74,21,"13+"
"2482","Duke Nukem Forever","Xbox",2011,"Shooter",830000,49,76,44,456,"17+"
"2485","NCAA Football 12","Playstation",2011,"Sports",830000,82,17,58,41,"Everyone"
"2486","Brute Force","Xbox",2003,"Shooter",830000,77,45,78,49,"17+"
"2487","Tiger Woods PGA Tour 11","Playstation",2010,"Sports",830000,78,40,67,17,"Everyone"
"2492","Sly 3: Honor Among Thieves","Playstation",2005,"Platform",830000,83,59,88,130,"10+"
"2495","Street Fighter X Tekken","Playstation",2012,"Fighting",830000,84,51,53,191,"13+"
"2498","Sid Meier's Civilization Revolution","Xbox",2008,"Strategy",830000,84,55,78,171,"10+"
"2500","Dragon Age II","Playstation",2011,"Action",830000,82,52,43,1197,"17+"
"2504","James Bond 007: Nightfire","Xbox",2002,"Shooter",820000,78,30,78,25,"13+"
"2506","Marvel: Ultimate Alliance","Playstation",2006,"Role-Playing",820000,81,29,82,33,"13+"
"2507","DJ Hero 2","Xbox",2010,"Misc",820000,86,66,79,23,"13+"
"2510","Need for Speed: Hot Pursuit 2","Xbox",2002,"Racing",820000,75,18,64,15,"Everyone"
"2518","Stranglehold","Xbox",2007,"Shooter",820000,77,59,76,91,"17+"
"2520","Shin Megami Tensei: Persona 4","Playstation",2008,"Role-Playing",820000,90,47,89,634,"17+"
"2521","Devil May Cry HD Collection","Playstation",2012,"Action",820000,74,27,88,158,"17+"
"2526","Dance Central 3","Xbox",2012,"Misc",810000,86,43,80,45,"13+"
"2542","Pro Evolution Soccer 2010","Xbox",2009,"Sports",810000,78,34,76,29,"Everyone"
"2543","Tom Clancy's Rainbow Six 3","Playstation",2004,"Shooter",810000,70,34,82,17,"17+"
"2544","Madden NFL 25","Xbox",2013,"Sports",810000,73,18,59,111,"Everyone"
"2545","NCAA Football 10","Playstation",2009,"Sports",810000,80,20,69,14,"Everyone"
"2548","Guitar Hero: Warriors of Rock","Playstation",2010,"Misc",810000,74,46,71,30,"13+"
"2552","The Sims 2","Playstation",2005,"Simulation",810000,75,31,44,166,"13+"
"2553","Dragon Ball: Raging Blast 2","Playstation",2010,"Fighting",810000,60,27,75,63,"13+"
"2556","Yakuza","Playstation",2005,"Action",800000,75,58,82,73,"17+"
"2560","Hitman: Contracts","Playstation",2004,"Shooter",800000,80,39,83,43,"17+"
